0.78267,0.845,0.086669,0.77908,1
0.33255,0.82076,0.20678,0.87315,1
0.30888,0.80144,0.235,0.88437,1
0.27074,0.7634,0.24399,0.88802,1
0.2858,0.72952,0.57006,0.92622,1
1.3265,0.47055,0.12246,0.68942,1
1.0325,0.77847,0.53125,0.86353,1
0.32629,0.90325,0.17635,0.89448,1
0.54949,0.84845,0.098705,0.79652,1
0.39554,0.86967,0.54342,0.9192,1
0.33372,0.90093,0.17322,0.89203,1
0.59585,0.8507,0.098516,0.7879,1
0.36502,0.80396,0.2085,0.87219,1
0.60935,0.82661,0.15013,0.8465,1
0.67469,0.83836,0.080763,0.77763,1
0.46929,0.84631,0.42769,0.89505,1
0.46518,0.87135,0.24979,0.88659,1
0.46088,0.88691,0.11999,0.84269,1
0.57786,0.88003,0.076448,0.78576,1
0.32844,0.8888,0.12885,0.86501,1
0.34174,0.54393,0.46563,0.87867,1
0.35113,0.77623,0.20472,0.86088,1
0.46616,0.76948,0.22521,0.82094,1
0.34527,0.80767,0.31374,0.86373,1
0.53149,0.79192,0.12212,0.78865,1
0.28482,0.92371,0.18559,0.90748,1
0.28423,0.72949,0.56674,0.9258,1
0.57688,0.71224,0.18363,0.82237,1
0.6874,0.8363,0.13854,0.82906,1
0.47907,0.76092,0.13718,0.80689,1
0.61854,0.77409,0.14908,0.82186,1
0.49628,0.85542,0.17535,0.87107,1
0.2367,0.96715,0.13998,0.89788,1
0.27934,0.73666,0.42845,0.90131,1
0.099374,0.93922,0.28907,0.96353,1
0.10094,0.9383,0.28812,0.96275,1
0.42762,0.72332,0.41712,0.8786,1
0.33412,0.9005,0.17381,0.89229,1
0.75274,0.71194,0.089297,0.72899,1
0.32179,0.81003,0.29215,0.88286,1
0.31808,0.79698,0.23666,0.88233,1
0.32336,0.77109,0.30719,0.89867,1
0.59977,0.65817,0.29167,0.83474,1
0.52347,0.7577,0.21033,0.83768,1
0.62402,0.60995,0.27409,0.82442,1
0.71596,0.67671,0.1979,0.80527,1
0.58431,0.80101,0.28126,0.84035,1
0.40434,0.84682,0.26733,0.8718,1
0.59879,0.84923,0.098942,0.78831,1
0.41119,0.86146,0.31277,0.8723,1
0.21518,0.92912,0.53427,0.92995,1
0.28404,0.87408,0.33706,0.90276,1
0.3259,0.88949,0.12931,0.8655,1
0.46225,0.88659,0.12101,0.843,1
0.32688,0.90297,0.17625,0.89418,1
0.39006,0.90166,0.51865,0.90463,1
0.60994,0.8262,0.15044,0.84595,1
0.78286,0.84494,0.086782,0.7795,1
0.33079,0.82123,0.20653,0.87304,1
0.31005,0.80025,0.234,0.88431,1
0.26878,0.76549,0.24519,0.88921,1
0.36913,0.80119,0.20795,0.87061,1
0.34096,0.5389,0.46576,0.87875,1
0.34996,0.7771,0.20366,0.85995,1
0.46909,0.76694,0.22489,0.81948,1
0.34292,0.81035,0.3114,0.86349,1
0.53208,0.79116,0.12179,0.78773,1
0.28541,0.92351,0.18489,0.90713,1
0.28736,0.72646,0.56411,0.92423,1
0.57746,0.71232,0.18342,0.8226,1
0.68584,0.83634,0.1383,0.82885,1
0.47848,0.76188,0.13732,0.80718,1
0.62011,0.77425,0.14833,0.8215,1
0.49276,0.85604,0.17638,0.87138,1
0.23415,0.9675,0.14034,0.89796,1
0.28208,0.73536,0.42489,0.89999,1
0.10133,0.93796,0.28841,0.96303,1
0.1027,0.93731,0.28772,0.96234,1
0.42645,0.72297,0.41763,0.87914,1
0.33314,0.90053,0.17376,0.89226,1
0.74531,0.71389,0.090128,0.73041,1
0.32179,0.81104,0.29112,0.88217,1
0.31299,0.79898,0.23832,0.88346,1
0.3216,0.77242,0.3063,0.89861,1
0.59996,0.65848,0.28904,0.83407,1
0.52484,0.75657,0.20881,0.83694,1
0.62011,0.61127,0.27553,0.82585,1
0.71225,0.67802,0.19813,0.80598,1
0.58314,0.8005,0.28117,0.8401,1
0.40552,0.84618,0.26671,0.87127,1
0.6025,0.84825,0.098674,0.78813,1
0.40747,0.86257,0.31384,0.87285,1
0.21753,0.92846,0.53335,0.9292,1
0.28013,0.87549,0.33925,0.90325,1
0.32962,0.88787,0.1286,0.86416,1
0.46283,0.88632,0.12072,0.84344,1
0.32551,0.90314,0.1755,0.89393,1
0.39124,0.90143,0.51895,0.90477,1
0.60505,0.82697,0.14988,0.84636,1
0.78423,0.84457,0.086706,0.77879,1
0.33118,0.82123,0.20698,0.8741,1
0.30771,0.80148,0.23499,0.88444,1
0.26702,0.76575,0.24612,0.8901,1
0.3707,0.80124,0.20664,0.86961,1
0.34057,0.53929,0.46398,0.878,1
0.35387,0.77431,0.20284,0.85894,1
0.46929,0.76736,0.22535,0.82016,1
0.34781,0.80815,0.3089,0.86157,1
0.53189,0.79269,0.12111,0.78757,1
0.2813,0.92463,0.1852,0.90805,1
0.28736,0.72503,0.56712,0.92496,1
0.57727,0.71125,0.1838,0.82239,1
0.68192,0.83704,0.13841,0.82961,1
0.47907,0.76069,0.13714,0.80689,1
0.6205,0.77303,0.14819,0.8203,1
0.49159,0.85602,0.17531,0.87106,1
0.23474,0.96745,0.14067,0.89834,1
0.2811,0.7357,0.42795,0.90116,1
0.10172,0.93824,0.28762,0.96309,1
0.1025,0.93743,0.28636,0.96176,1
0.42879,0.72232,0.41599,0.87828,1
0.33607,0.89979,0.17235,0.89064,1
0.74765,0.7131,0.090177,0.73049,1
0.32531,0.80928,0.28949,0.88115,1
0.31182,0.79978,0.2381,0.88426,1
0.32081,0.77277,0.30706,0.89947,1
0.59937,0.6588,0.29002,0.83421,1
0.52582,0.75661,0.20878,0.83619,1
0.625,0.60956,0.27265,0.82394,1
0.71303,0.67889,0.19626,0.8055,1
0.58509,0.79998,0.28299,0.8409,1
0.40826,0.84543,0.26746,0.87152,1
0.59683,0.84969,0.098967,0.78841,1
0.41432,0.86054,0.31214,0.8709,1
0.21518,0.92898,0.5337,0.92969,1
0.2856,0.87352,0.33858,0.90151,1
0.32707,0.88923,0.12874,0.86491,1
0.46146,0.88649,0.12097,0.84386,1
0.32629,0.90323,0.17522,0.89396,1
0.39358,0.90066,0.51818,0.90411,1
0.607,0.82618,0.15024,0.84528,1
0.78149,0.84496,0.086457,0.77841,1
0.3349,0.81974,0.20563,0.87192,1
0.3036,0.80392,0.236,0.88529,1
0.27191,0.76394,0.24276,0.88692,1
0.36815,0.80244,0.20822,0.87109,1
0.34096,0.54158,0.46747,0.87953,1
0.35172,0.7754,0.20358,0.85933,1
0.46851,0.76809,0.22511,0.81956,1
0.34605,0.80731,0.31275,0.8636,1
0.5356,0.79098,0.12112,0.78743,1
0.28423,0.92382,0.18538,0.90736,1
0.28345,0.72831,0.5654,0.92519,1
0.5716,0.71378,0.18511,0.82359,1
0.69171,0.83517,0.13772,0.82763,1
0.48161,0.75991,0.13693,0.80609,1
0.62167,0.772,0.1492,0.82061,1
0.49433,0.85562,0.17489,0.87043,1
0.23572,0.96731,0.14039,0.89811,1
0.28247,0.73562,0.42771,0.90048,1
0.10309,0.93723,0.28724,0.96241,1
0.10074,0.93847,0.28715,0.96233,1
0.43134,0.7217,0.41707,0.87826,1
0.33353,0.90048,0.17372,0.89259,1
0.74335,0.71456,0.090523,0.73082,1
0.32336,0.80981,0.29113,0.88207,1
0.31592,0.79782,0.23613,0.88267,1
0.32023,0.77235,0.30853,0.89977,1
0.60094,0.65771,0.28973,0.83342,1
0.52543,0.75653,0.20919,0.83624,1
0.62246,0.60861,0.27504,0.82369,1
0.70931,0.67885,0.19981,0.8074,1
0.58568,0.80028,0.28186,0.83992,1
0.40434,0.84689,0.26786,0.87154,1
0.59937,0.84895,0.099113,0.78912,1
0.41021,0.862,0.31226,0.87196,1
0.21674,0.92814,0.5325,0.92891,1
0.28091,0.8756,0.34016,0.90359,1
0.3257,0.8892,0.12875,0.86481,1
0.46146,0.88662,0.12075,0.84287,1
0.32512,0.90348,0.17608,0.89428,1
0.38889,0.90195,0.51979,0.90552,1
0.60348,0.8271,0.14911,0.84547,1
0.50235,0.90031,0.098807,0.8246,1
0.31788,0.82806,0.20393,0.87228,1
0.27523,0.82258,0.24146,0.8911,1
0.24863,0.7823,0.2478,0.89417,1
0.39065,0.79191,0.19736,0.86003,1
0.26761,0.64002,0.48225,0.89543,1
0.34703,0.77744,0.20293,0.86111,1
0.62167,0.69251,0.19695,0.76141,1
0.48279,0.73283,0.27247,0.81069,1
0.46714,0.81868,0.12597,0.80318,1
0.33529,0.9101,0.1724,0.89038,1
0.24531,0.76062,0.58203,0.92363,1
0.49452,0.75231,0.19827,0.84392,1
0.4822,0.88381,0.14782,0.85855,1
0.30516,0.84791,0.18784,0.89119,1
0.65904,0.75318,0.15623,0.82494,1
0.44503,0.86982,0.1719,0.86999,1
0.11972,0.9833,0.16308,0.94735,1
0.20246,0.81673,0.43728,0.91505,1
0.088224,0.94577,0.28963,0.96309,1
0.087441,0.94625,0.29072,0.96348,1
0.42058,0.72611,0.41252,0.87237,1
0.30614,0.90897,0.17387,0.89509,1
0.63713,0.75979,0.094234,0.74886,1
0.25,0.85218,0.31057,0.89975,1
0.29695,0.80966,0.23878,0.88468,1
0.36346,0.74293,0.27215,0.8669,1
0.56573,0.67783,0.28203,0.82693,1
0.53658,0.75222,0.21425,0.83768,1
0.57062,0.64234,0.27172,0.82478,1
0.69151,0.68635,0.20192,0.81071,1
0.46127,0.8425,0.29878,0.85554,1
0.40923,0.84519,0.27261,0.87931,1
0.50254,0.87228,0.10496,0.80431,1
0.37969,0.87207,0.31084,0.87919,1
0.25059,0.91735,0.53051,0.92029,1
0.31612,0.85989,0.33818,0.89733,1
0.32355,0.89033,0.13106,0.86843,1
0.33294,0.91815,0.13844,0.87822,1
0.30223,0.9102,0.1744,0.89584,1
0.35368,0.91078,0.51814,0.91011,1
0.48181,0.86252,0.15198,0.85902,1
0.49883,0.90106,0.098769,0.82527,1
0.31925,0.82695,0.20476,0.87159,1
0.28208,0.8183,0.23938,0.88867,1
0.25293,0.77878,0.24706,0.89254,1
0.38732,0.79332,0.19855,0.86143,1
0.2678,0.63881,0.48228,0.89481,1
0.34253,0.77913,0.20511,0.86315,1
0.62226,0.6909,0.19723,0.76055,1
0.48846,0.72919,0.26983,0.80832,1
0.46811,0.81717,0.12672,0.80295,1
0.33842,0.90943,0.17231,0.89023,1
0.24628,0.76329,0.57853,0.92341,1
0.49941,0.75,0.19694,0.84268,1
0.4867,0.88274,0.14799,0.85945,1
0.30986,0.84603,0.18649,0.88884,1
0.66256,0.75163,0.15531,0.8236,1
0.44386,0.87058,0.17326,0.87174,1
0.1207,0.98317,0.16354,0.94764,1
0.20344,0.81558,0.43835,0.91482,1
0.084311,0.94799,0.29319,0.96531,1
0.083725,0.94848,0.2934,0.9656,1
0.41882,0.72602,0.4133,0.87304,1
0.30614,0.9086,0.17394,0.8951,1
0.63635,0.76039,0.093655,0.74747,1
0.25274,0.85211,0.31008,0.89911,1
0.29773,0.80842,0.24016,0.88554,1
0.36463,0.74122,0.27389,0.86627,1
0.56221,0.6802,0.28273,0.82775,1
0.52895,0.75562,0.21468,0.83889,1
0.56788,0.64241,0.2742,0.82468,1
0.69092,0.68714,0.20291,0.81022,1
0.46244,0.84204,0.2995,0.85601,1
0.40826,0.84505,0.27288,0.8788,1
0.50176,0.87245,0.10527,0.80522,1
0.37539,0.8736,0.31419,0.8813,1
0.25,0.91757,0.52917,0.92054,1
0.31475,0.86025,0.33893,0.89853,1
0.32551,0.88963,0.13081,0.86797,1
0.33353,0.91805,0.13856,0.87871,1
0.30282,0.90987,0.17347,0.89457,1
